날짜,price,제품명
2018년 2월,"5,299",계란
2018년 3월,"4,777",계란
2018년 4월,"4,072",계란
2018년 5월,"4,364",계란
2018년 6월,"4,105",계란
2018년 7월,"4,085",계란
2018년 8월,"4,733",계란
2018년 9월,"5,524",계란
2018년 10월,"5,501",계란
2018년 11월,"5,256",계란
2018년 12월,"5,102",계란
2019년 1월,"4,972",계란
2019년 2월,"4,923",계란
2019년 3월,"4,690",계란
2019년 4월,"5,131",계란
2019년 5월,"5,315",계란
2019년 6월,"5,137",계란
2019년 7월,"5,133",계란
2019년 8월,"4,954",계란
2019년 9월,"5,265",계란
2019년 10월,"5,435",계란
2019년 11월,"5,479",계란
2019년 12월,"5,379",계란
2020년 1월,"5,315",계란
2020년 2월,"5,218",계란
2020년 3월,"5,263",계란
2020년 4월,"5,419",계란
2020년 5월,"5,322",계란
2020년 6월,"5,170",계란
2020년 7월,"5,167",계란
2020년 8월,"5,146",계란
2020년 9월,"5,649",계란
2020년 10월,"5,463",계란
2020년 11월,"5,581",계란
2020년 12월,"5,554",계란
2021년 1월,"6,082",계란
2021년 2월,"7,481",계란
2021년 3월,"7,644",계란
2021년 4월,"7,563",계란
2021년 5월,"7,323",계란
2021년 6월,"7,557",계란
2021년 7월,"7,546",계란
2021년 8월,"7,079",계란
2021년 9월,"6,524",계란
2021년 10월,"6,148",계란
2021년 11월,"5,962",계란
2021년 12월,"6,226",계란
2022년 1월,"6,347",계란
2022년 2월,"6,219",계란
2022년 3월,"6,273",계란
